KOD INDEKSU	NAZWA INDEKSU	"KMS
(magazyn)"	CENA	WARTOŚĆ
TE-25-00-0509	CZUJNIK MK5101 MKT3028BBPKG/G/0,3/AS IFM POŁOŻENIA TŁOKA 	5.0	101.2300033569336	506.1499938964844
TE-25-00-0510	CZUJNIK MK5106 MKT30228BBKG/G/0,3/AS IFM POŁOŻENIA TŁOKA 	4.0	104.41000366210938	417.6400146484375
TE-25-00-0176	CZUJNIK OJ5136 OJPLFPKG/SO/AS IFM	16.0	676.469970703125	10823.51953125
TE-25-00-0246	CZUJNIK OU5080 OUP-HPKG/US-100-DPO IFM ALNO 	2.0	889.9000244140625	1779.800048828125
TE-25-00-0274	CZUJNIK KCN-T18PS/012-KLPS12V 6607921353 BERNSTEIN M18x1 L=48 SN=12NQ 4-008-61-0309	4.0	397.0199890136719	1588.0799560546875
TE-25-00-0297	CZUJNIK KCN-T30PS/020-KLPS12V  650.7923.006 BERSTEIN KUPER	2.0	699.0	1398.0
TE-25-00-0348	SENSOR CZUJNIK KCN-T30PS/13,5-KLPS12V 6607923209 BERNSTEIN 4-008-61-0310	6.0	638.3300170898438	3829.97998046875
TE-25-00-0206	CZUJNIK E3S-AT81 OMRON TECHNO	1.0	534.4000244140625	534.4000244140625
TE-35-00-0300	 BECHOFF EK1100 KARTA ETHERCAT COUPLER 	1.0	559.9000244140625	559.9000244140625
TE-35-00-1022	BECKHOFF EL1008 MOD. BEZPIECZEŃSTWA	3.0	250.0	750.0
TE-35-00-1051	BECKHOFF EL1002 2-CHANNEL 24V DC 3	2.0	120.30999755859375	240.6199951171875
TE-35-00-1235	MODUŁ BECKHOFF EL2008 2A 24VDC	3.0	230.9199981689453	692.760009765625
TE-25-00-0014	CZUJNIK IM18-08NPP-ZC1 7902933 SICK SCHELLING BF	7.0	357.4599914550781	2502.199951171875
TE-25-00-0251	CZUJNIK IM05-0B8PS-ZT1 6020110 SICK	5.0	414.3500061035156	2071.75
TE-25-00-0311	CZUJNIK CM18-12NPP-EC1 6058149 SICK	6.0	467.07000732421875	2802.389892578125
TE-25-00-0413	FOTOPRZEKAŹNIK GR18GRTB18S-P2417 1076101 SICK BST507	2.0	483.7900085449219	967.5800170898438
TE-25-00-0462	CZUJNIK GL6-P4111 1050706 SICK FOTOPRZEKAŹNIK _ zamiennik za (WL170-p430-6010190) 	4.0	320.0	1280.0
TE-50-00-0202	CZUJNIK IM12-04NPS-ZC 6011983 SICK SCHELLING BF	1.0	162.75999450683594	162.75999450683594
TE-25-00-0621	CZUJNIK OPTYCZNY GTB10-P4211	10.0	510.29998779296875	5103.0
TE-25-00-0316	CZUJNIK MZT8-03VPS-KP0 1044458 sick Schelling	3.0	244.8699951171875	734.6099853515625
TE-25-00-0442	CZUJNIK MZT7-03VPS-KP0 1070814 sick Schelling	5.0	50.720001220703125	253.60000610351562
TE-25-00-0467	CZUJNIK UC12-11231 6029831 SICK ULTRADZWIĘKOWY 	2.0	1198.0	2396.0
TE-25-00-0630	CZUJNIK POŁOŻENIA TŁOKA MTZ1-03	5.0	150.41000366210938	752.0499877929688
TE-25-00-0640	CZUJNIK UC12-12231 6029832 SICK ULTADZW	2.0	1198.0	2396.0
TE-25-00-0240	CZUJNIK WSE250-2P2431 6044705 ZAMIENNIK ZA WS250-D440 6026255 SICK ODBIORNIK 	2.0	551.25	1102.5
TE-25-00-0242	CZUJNIK WL9-3F2234S20 1050928 SICK 2-007-47-1070 kuper	8.0	1128.0400390625	9024.3203125
TE-25-00-0277	CZUJNIK WIDEŁKOWY WFM30-40P321 6037819 SCIK VKS250	11.0	490.4800109863281	5395.27001953125
TE-25-00-0241	CZUJNIK WTB250-2P2441 6044682 SICK	3.0	585.52001953125	1756.56005859375
TE-25-00-0278	CZUJNIK OPTYCZNY WT260-R280 6020772 SICK SCHELLING BF OWIJARKA	5.0	827.97998046875	4139.89990234375
TE-25-00-0392	FOTOPRZEKAŹNIK  WTB8-P2211 6033215 SICK BST800	3.0	547.4400024414062	1642.3199462890625
TE-25-00-0449	CZUJNIK WT34-B410 1019229 sick ligmatech	2.0	1250.949951171875	2501.89990234375
TE-25-00-0428	CZUJNIK VSE180-2P42432 6041823 SICK FOTOPRZEKAŹN CYL. + odbiornik VS180-2302331 	3.0	362.1000061035156	1086.300048828125
TE-25-00-0401	CZUJNIK BES00JN BES 516-3007-G-E5-C-S49 BALLUFF	6.0	265.67999267578125	1594.0799560546875
TE-25-00-0620	CZUJNIK BES M30MI1-PSC22B-S04G BES02YM	10.0	275.1199951171875	2751.199951171875
TE-25-00-0402	CZUJNIK BES013K BES M08EC-POC15B-S49G BALLUF 1065777 MEINERT	6.0	237.99000549316406	1427.93994140625
TE-25-00-0493	WZWZMACNIACZ CZUJKI BAE009F BAE SA-CS-001-PO BALLUF 1071180/ 10867021 BAE00KH  4 IMA 	1.0	560.989990234375	560.989990234375
TE-40-00-0103	WYŁĄCZNIK KRAŃ BNS001J BNS 813-FD-60-183	4.0	319.29998779296875	1277.199951171875
TE-10-00-0040	SILNIK 0,37 KW CHT 63 C2 B14 STRECZARKA 	2.0	303.57000732421875	607.1300048828125
TE-10-00-0663	SILNIK 0.37 kW CHT 71 B4 B14	1.0	450.0	450.0
TE-10-00-0678	MOTOREDUKTOR VF44/2EL63M 2EL063M4C	2.0	1291.5	2583.0
TE-10-00-0681	SILNIK i 0.18 kW 1680 RPM	2.0	350.0	700.0
TE-10-00-0685	SILNIK 0.55 KW OMT4 71 C-4 B14 230/400V	2.0	345.0	690.0
TE-10-00-0723	SILNIK HP5.5 4P B 5 220/400/50	1.0	3110.3701171875	3110.3701171875
TE-35-00-0968	MIKROPROCESOWY STEROWNIK UNIWERS. MKI-3 owijarki	2.0	826.25	1652.5
TE-35-00-0975	PANEL TIP-1 V3	1.0	785.0	785.0
TM-35-00-0960	PRZEKŁADNIA ŚLIMAKOWA CHM 40-5 PAM71 i=5	1.0	495.0	495.0
TM-35-00-0978	PRZEKŁADNIA NMRV 030-5 PAM63 B14	1.0	415.0	415.0
TM-35-00-0979	PRZEKŁADNIA ŚLIMAKOW CHM 40-10 PAM63 B14	1.0	496.4800109863281	496.4800109863281
TM-35-00-0984	PRZEKLADNIA SMI 40-7,5 71/B14	1.0	265.0	265.0
TM-35-00-1034	PRZEKŁADNIA MVF 49/F R 1/28	1.0	2242.330078125	2242.330078125
TM-45-00-3730	KOŁNIERZ ZDAWCZY FB CHM 40	1.0	44.0	44.0
TE-05-00-0145	FALOWNIK 10F5CBB-YA00B 4KVA 2,2KW 4,0 4-008-39-1116 TORNWEGA	1.0	3959.840087890625	3959.840087890625
TE-25-00-0648	CZUJNIK WAGI 1010-G-5kg-SYL-MET-3M CPO	1.0	591.0999755859375	591.0999755859375
TE-25-00-0650	CZUJNIK WAGI 1010-G-10kg-MET-3M	4.0	531.47998046875	2125.919921875
TE-35-00-1120	PŁYTA ELEKTRONIKI IM90E01.017	1.0	5218.93994140625	5218.93994140625
TE-35-00-1201	ZASILACZ IMP PRO ECO 120W 24V 5A WEIDMULLER CPO	2.0	320.0	640.0
TE-35-00-1238	INTERFEJS CPV14-GE-MP-8 18265	2.0	975.0	1950.0
TE-35-00-1253	ZASILACZ CS-10-05 E002264	4.0	320.0	1280.0
TE-45-00-0306	PRZEWÓD SYGNAŁ. GŁOWICY MODERATO E002600	3.0	102.1500015258789	306.45001220703125
TE-60-00-0274	ELEKTROMAGNES 200V 50 Hz	3.0	6778.56982421875	20335.7109375
TE-05-00-0162	FALOWNIK LSLV0008M100-10FNA M100 1FAZA 0,75kW cpo	2.0	570.0	1140.0
TE-10-00-0708	SILNIK KROKOWY E002573	3.0	430.5799865722656	1291.75
TE-35-00-0846	KARTA TN184 IM90E01.099	1.0	2966.31005859375	2966.31005859375
TE-35-00-1250	KARTA ETHERNET MODERATO E002571	1.0	1243.6199951171875	1243.6199951171875
TE-35-00-1251	ZASILACZ DIN - SDR-240-24 E003580	3.0	477.0	1431.0
TE-35-00-1252	PŁYTKA MODERATO 3 panel V3.0 M002470	3.0	675.0	2025.0
TE-60-00-0245	SZCZOTKA E4.21 6x6x13 34 301 033 promot  WĘGLOWA	27.0	24.329999923706055	656.9099731445312
TE-60-00-0250	SZCZOTKA E4.17 6,4X6,4X16	5.0	23.0	115.0
TE-60-00-0270	SZCZOTKA WĘGLOWA 6x6x15,5/17	24.0	8.670000076293945	208.0800018310547
TE-60-00-0335	PŁYTA MODERATO STEROWNIK v.4.03 E002855	2.0	2880.0	5760.0
TE-65-00-0038	GŁOWICA DRUKUJĄCA MODERATO 200DPI E00265(E005837)	6.0	1796.0999755859375	10776.580078125
TE-65-00-0047	PŁYTA GŁÓWNA DRUKARKI E002570	1.0	1989.5699462890625	1989.5699462890625
TM-10-15-0960	KLAWIATURA  IM.TN258 	2.0	2961.1201171875	5922.22998046875
TM-35-00-0684	PRZEKŁADNIA RAP 1:7 IM99.06.635 CPO ROK.311M.30.24.B.FT1.S12	2.0	2440.0	4880.0
TM-35-00-1004	ZĘBATKI NAPĘDOWE E002574 KPL	3.0	72.94000244140625	218.8300018310547
TM-35-00-1005	ZĘBATKA JEDNORZĘDOWA 75T E002438	6.0	10.130000114440918	60.79999923706055
TM-35-00-1006	ZĘBATKA JEDNORZĘDOWA 75T-60T E002437	6.0	10.130000114440918	60.79999923706055
TM-45-00-0191	Wałek pod głowicę do drukarki E00265(E002586)	4.0	142.0800018310547	568.3099975585938
TM-45-00-4258	WAŁEK POD GŁOWICĘ E002586	4.0	127.91999816894531	511.67999267578125
TE-25-00-0613	OKNO OPTYCZNE BOW A-1208-PS-C-S49	2.0	2384.080078125	4768.16015625
TE-30-00-0271	PRZEKAŹNIK DIA53S72450AF AC CURRENT RELA CPO	4.0	285.0	1140.0
TE-35-00-0765	PANEL IM90E01.217	2.0	13471.1396484375	26942.279296875
TE-35-00-1002	MODUŁ SINAMISC CU240D-2DP 6SL3544-0FB20-1PA0 WEMHONER	2.0	2265.989990234375	4531.97998046875
TE-35-00-1009	ENKODER I40-Y2-00200-BNF-06- ST-AL020/S013 (zamiennik I40-Y-200BNF26L2/S13) CPO	3.0	561.1099853515625	1683.3399658203125
TE-35-00-1050	MODUŁ CZERWERWONY 854J-24TL4  LAMPY	2.0	139.0	278.0
TE-35-00-1073	MODUŁ LAMPY ZIELONY 854J-24TL3	2.0	285.69000244140625	571.3800048828125
TE-35-00-1086	KARTA TN292 IM90E01.187 CPO	4.0	4975.93017578125	19903.69921875
TE-35-00-1101	ENKODER I41-H-200ZCU46L2	2.0	345.0	690.0
TE-35-00-1130	PANEL DOTYKOWY IM90E08.718	1.0	11947.25	11947.25
TE-35-00-1134	MODUŁ IM90E08.775	1.0	518.3900146484375	518.3900146484375
TE-35-00-1135	MODUŁ IM90E08.776	1.0	518.3900146484375	518.3900146484375
TE-50-00-0377	ZAŚLEPKA MODUŁU 854J-ABCAP 	3.0	30.0	90.0
TE-65-00-0045	KLAWIATURA IM90E01.213	1.0	5292.02001953125	5292.02001953125
TE-10-00-0726	MOTOREDUKTOR MDW i5 P63 B14 0,55KW 713-4	1.0	1020.0	1020.0
TE-25-00-0253	KRAŃCÓWKA ZCMD21C12 telemecanique SCHELLING BF	4.0	235.0	940.0
TE-25-00-0304	KRAŃCÓWKA GC.PNP.AHSRK 612.2785.928 BERNSTEIN 	4.0	1615.0	6460.0
TE-25-00-0397	WŁĄCZNIK BNS01T9 819-B03-D08-46-55-0799 BALLUF SCHELLING BF	2.0	1810.0	3620.0
TE-25-00-0602	KRAŃCÓWKA Z1R 235-11Z-M20 15081696 	4.0	235.0	940.0
TE-30-00-0320	BLOK STYKÓW XE2SP4151	19.0	70.29000091552734	1335.510009765625
TE-40-00-0089	KRAŃCÓWKA ZCD21  XCKD2145P16  bst507	3.0	185.0	555.0
TE-40-00-0090	KRAŃCÓWKA ZCP21 XCKP2118P16 ZCP21 BST 507	1.0	91.0	91.0
TE-50-00-0334	WYŁĄCZNIK KRAŃCOWY SCHN.XCKJ10513D	3.0	383.45001220703125	1150.3499755859375
TE-50-00-0355	GŁOWICA  ZCKE05 XCKJ WYŁĄCZNIKA	9.0	90.0	810.0
TE-50-00-0356	GŁOWICA  ZCKY13 NAPĘDOWA Z ROLKĄ	7.0	49.400001525878906	345.79998779296875
TE-50-00-0405	KRAŃCÓWKA BNS 819-B02-R12-61-12-10	4.0	508.82000732421875	2035.280029296875
TE-50-00-0446	WYŁĄCZNIK KRAŃCOWY 3SE5232-0HC05	4.0	75.0	300.0
TM-35-00-0510	GŁOWICA ZCE02 TELEMESCANIQUE SCHELLING BF IMA	4.0	60.0	240.0
TE-40-00-0091	ZAMEK SLK-F-UC-22-R2-A3LO-20 611.8169.179 BERNSTEIN 11001263 SCHELLING BF	5.0	1313.4200439453125	6567.1201171875
TE-50-00-0381	WYŁĄCZNIK KRAŃCOWY D4MC-2020	4.0	87.81999969482422	351.2799987792969
TE-50-00-0404	WYŁĄCZNIK XCS-Z01 10844298	2.0	52.400001525878906	104.80000305175781
TM-45-00-0890	ZAMEK XCSL564B2 807463 TELEMECANIQUE POKRYWA PIŁY SCHELLING BF 	4.0	1090.0	4360.0
TM-45-00-0891	ZAMEK XCS-A702 TELEMECANIQU 207074 SCHELLING BF	3.0	265.0	795.0
TM-45-00-1348	RYGIEL BLOKUJĄCY ZCK-Y071 203888 TELEMECANIQUE	6.0	183.22000122070312	1099.3199462890625
TE-30-00-0272	ROZDZIELACZ LUB Y EBC116 5PIN	2.0	60.0	120.0
TE-50-00-0203	WTYCZKA OKR. PROSTA M12/4-POL 207555	3.0	185.63999938964844	556.9199829101562
TE-50-00-0252	ZESTYK TULEJKI 0,06-1MM2  4-008-35-0341	14.0	4.659999847412109	65.23999786376953
TE-50-00-0276	ZESTYK HDP-20 0,08-0,22MM2 4-085-07-0273	30.0	1.0	30.0
TE-35-00-1248	MODUŁ H0109DE201B0	1.0	6114.2099609375	6114.2099609375
TE-35-00-1257	KARTA STERUJĄCA ROVER B 4.35 49292	1.0	11569.5302734375	11569.5302734375
TE-35-00-0347	CEWKA 230V 1824210236 AWENTICS	11.0	85.0	935.0
TE-35-00-1171	CEWKA 230VAC 30X30 D10 11VA BO4062220	5.0	60.0099983215332	300.04998779296875
TE-35-00-1172	CEWKA MA 22 24 VDC 3W 120mA	4.0	23.0	92.0
TM-10-05-0776	CEWKA VACF-B-C1-1 8030811	10.0	26.489999771118164	264.8999938964844
TE-50-00-0248	ŁĄCZNIK 213812900 ROVER	1.0	621.22998046875	621.22998046875
TE-50-00-0339	WTYCZKA USB CN2 YASKAWA ROVER	1.0	269.44000244140625	269.44000244140625
TE-35-00-1182	MODUŁ SW3 CNI BIESSE	1.0	2476.43994140625	2476.43994140625
TE-35-00-1183	MODUŁ CP 32 S720 BIESSE	1.0	6791.02978515625	6791.02978515625
TE-10-00-0058	SILNIK SM137C 0102D137C0 HSD	1.0	5566.33984375	5566.33984375
TE-10-00-0452	SILNIK SM137D H0102D0137D HSD 	2.0	4571.64013671875	9143.2802734375
TE-25-00-0484	KRAŃCÓWKA 83870101 TECHNO FDT	2.0	319.0	638.0
TE-35-00-0382	PANEL STEROWNICZY H0101D820B7 RM820/830 HSD TECHNO	1.0	6580.35986328125	6580.35986328125
TE-35-00-0881	ENKODER 200IMP H0102D171C0 HSD TECHNO	4.0	1608.9100341796875	6435.64013671875
TE-35-00-1052	MOSTEK PROSTOWNICZY PSD35-16	3.0	172.0	516.0
TE-60-00-0232	PMD2412PMB1-A Wentylator 120x120x38 24VD	2.0	35.77000045776367	71.54000091552734
TE-60-00-0128	PŁYTA GŁÓWNA CLS-MAIN 134582 165168 Robatech	1.0	11932.6396484375	11932.6396484375
TE-35-00-0331	MODUŁ RMV04_DN32 R412008038 Rexroth	1.0	2267.169921875	2267.169921875
TE-35-00-0364	MODUŁ RMV04_8DI 1827030201 Rexroth	1.0	925.010009765625	925.010009765625
TE-35-00-1003	MODUŁ AC5246 AIR BOX 5/2 4DI-Y IP67	3.0	976.1099853515625	2928.340087890625
TE-50-00-0302	CZUJNIK PSEN cs3.1 541080 541061 PILZ 4-008-32-1253 VKS	1.0	95.0	95.0
TE-25-00-0077	Czujnik temperatury NTC D-8X13 L110 LIGMATECH 100187 ROBATECH 	1.0	390.04998779296875	390.04998779296875
TE-25-00-0223	CZUJNIK OBROTU TYP 2400 360 IMP 8-30 V 4-008-61-0853	5.0	745.02001953125	3725.10009765625
TE-25-00-0439	OGRANICZNIK TEMPERTARURY 230° 189764 robatech	1.0	436.4200134277344	436.4200134277344
TE-25-00-0444	CZUJNIK TEMP NTC D=6X13 L=110 124543 robatech	1.0	429.8599853515625	429.8599853515625
TE-35-00-0994	ENKODER 8.5000.6654.3600 KUBLER 10-30VSC 100ma drukarki vkv	1.0	1135.0	1135.0
TE-50-00-0340	ZŁĄCZE KABLOWE Z WTYCZKĄ L600 PG7 180423	2.0	712.219970703125	1424.43994140625
TE-60-00-0247	WKŁAD GRZEWCZY D=6,5X25 125W L300 124540 Robatech	1.0	519.22998046875	519.22998046875
TE-10-00-0646	SILNIK CAN HPSE303CSO 4-075-01-1100 24VD	1.0	7144.93994140625	7144.93994140625
TE-25-00-0657	CZUJNIK WYSKOKU PIŁY 4-008-32-0939	2.0	179.85000610351562	359.70001220703125
TE-25-00-0679	CZUJNIK CIŚNIENIA SPAN-P10R-G18M 8035544	2.0	217.08999633789062	434.17999267578125
TM-45-00-4295	OBUDOWA 3-815-07-1071	1.0	374.0	374.0
TE-35-00-0824	MODUŁ NAPĘDOWY HCS01.1E-W0028-A-03-B-ET-EC-NN-NN-NN-FW 10A 150W R911403468 2-083-95-6140 BHX500/2	2.0	6795.990234375	13591.98046875
TE-35-00-0976	ZASILACZ IUPS-401-BU-BIKER 4-086-03-0149 BST507	2.0	1227.8900146484375	2455.780029296875
TE-35-00-1181	MODUŁ NAPĘDU 2-083-95-2720 BHX 500	1.0	15929.5703125	15929.5703125
TE-60-00-0334	PŁYTA ROBATECH CONCEPT B 136056	1.0	13076.3603515625	13076.3603515625
TE-30-00-0233	PRZEKAŹNIK BEZPIECZEŃSTWA 773110 PNOZ PILZ bhx 500	1.0	3250.0	3250.0
TE-35-00-0320	MODUŁ BEZPIECZEŃSTWA UE410-4RO3 6026143	1.0	1200.0	1200.0
TE-35-00-0321	MODUŁ BEZPIECZEŃSTWA UE410-MU3T5 6026136 bst	6.0	1177.780029296875	7066.64990234375
TE-35-00-0999	MODUŁ BEZPIECZEŃSTWA  FX3-CPU000000 1043783 SICK	1.0	816.239990234375	816.239990234375
TE-35-00-1000	MODUŁ BEZPIECZEŃSTA FX3-XTIO84002 1044125 FLEXISOFT 8IN/4 SICK	2.0	1256.7099609375	2513.419921875
TE-35-00-1001	MODUŁ DIODOWY 6026142 DIN RAIL DM8-A4K SICK	1.0	216.17999267578125	216.17999267578125
TE-50-00-0378	ŁĄCZNIK BLOKADY AZM201Z-CC-T-1P2PW-2719-1 bst800/bof	2.0	1778.8499755859375	3557.699951171875
TE-50-00-0379	ZAMEK L AZ/AZM201-B30-LTP-2719-1	1.0	1189.780029296875	1189.780029296875
TE-50-00-0436	WYŁACZNIK BEZPIECZEŃSTW RE11-SAC 1059410	3.0	212.0	636.0
TE-35-00-0109	KARTA FC7501 (FC7502) PCI-SERCOS 4-086-05-0460 BST507	2.0	1440.9200439453125	2881.840087890625
TE-35-00-0164	WSKAŹNIK POZYCJI MC300E-P1-M1-I3 4-008-38-0593 BST500/507	2.0	4003.989990234375	8007.97998046875
TE-35-00-0733	INTERFEJS FESTO CPV10-GE-ASI-8E8A-Z-M8-CE 552560 FESTO	2.0	2350.68994140625	4701.3798828125
TE-50-00-0418	ZŁĄCZE Z PRZEW BCC M313-M313-30-602-PW33	4.0	44.880001068115234	179.52000427246094
TE-50-00-0419	ZŁĄCZE Z PRZEW BCC M323-M313-30-602-PX03	8.0	42.779998779296875	342.239990234375
TM-45-00-0911	SZCZOTKA WYŁ. KRAŃCOWEGO 3-814-02-2540	27.0	81.37000274658203	2196.8798828125
TE-50-00-0345	ŁĄCZNIK BLO SLK-F-UC-55-R2 4-008-32-0805	6.0	941.4400024414062	5648.64013671875
TE-50-00-0461	PRZEWÓD BCC M313-M313-30-300-PX0334-003	13.0	29.260000228881836	380.32000732421875
TE-50-00-0462	PRZEWÓD BCC M323-M313-30-300-PX0334-003	14.0	29.280000686645508	409.9200134277344
TE-10-00-0193	SILNIK EL. 6,4 NM 1FK7061-4CF71-1RB0	1.0	6947.0	6947.0
TE-10-00-0494	SILNIK VK63/2-175Z  2,7KW 8850obr/min 4-075-02-0646 BHX 500	1.0	4007.239990234375	4007.239990234375
TE-10-00-0761	MOTOREDUKTOR SAF47 DRN90L4/BE5/TF/EK8C	1.0	10442.0	10442.0
TE-45-00-0112	KABEL CF887.10.07.02.02 IGUS 18M 2-082-95-7660 BHX500	2.0	1121.1300048828125	2242.260009765625
TE-45-00-0114	KABEL ZWROTNY CF884.009 IGUS 19M 2-082-95-7770 BHX500	1.0	655.25	655.25
TE-10-00-0159	SERWONAPĘD 6sl3210-1se21-8aa0	1.0	11881.2001953125	11881.2001953125
TE-65-00-0048	KOMPUTER BECKHOFF 2,9GHZ 2-083-95-6330	1.0	22113.859375	22113.859375
TM-45-00-4296	MOCOWANIE KOMPUTERA 2-201-95-2540	1.0	802.6699829101562	802.6699829101562
TE-05-00-0173	FALOWNIK SE43401100 5699583	1.0	6369.0	6369.0
TE-10-00-0089	SILNIK PRĄDU PRZEMIENNEGO 1,5 KW 400V 4-075-02-0677 bst507	2.0	1672.0699462890625	3344.139892578125
TE-10-00-0212	SERWOMOTOR MSK050C-0600-NN-M1-UP0-NNNN 10693703	1.0	25147.9609375	25147.9609375
TE-10-00-0531	SILNIK MSK060C-0600-NN0M1-UG0-NNNN R911396952 8 NM I 9,5A max- 6000 obr/min 4-075-01-1013 BHX 500	1.0	4828.2900390625	4828.2900390625
TE-10-00-0628	SILNIK KRSV 51.14-2 D PERSKE 3-804-13-1090 2-210-95-3890 BHX 500	1.0	14428.490234375	14428.490234375
TE-25-00-0220	CZUJNIK MSA 510/1-0006 SSI-E1-20.0*01 siko  4-008-60-0183 bhx	3.0	3508.510009765625	10525.5302734375
TM-20-00-0119	TAŚMA MANGNET MBA 20MM 2,2 4-008-60-2060 bhx500	1.2000000476837158	1186.550048828125	1423.8599853515625
TE-45-00-0301	KABEL CF130 25G0,75 PVC GY 4-008-11-9308	1.0	3380.590087890625	3380.590087890625
TM-35-00-0974	AGREGAT DO WPUSTÓW 2-026-95-0930 BHX 500	1.0	21619.279296875	21619.279296875
TE-05-00-0139	FALOWNIK09F5B1B-YA00 V1.00.01 1,5KW 2,8KVA 4-008-39-1471 BST800 18G1	1.0	2294.219970703125	2294.219970703125
TE-05-00-0140	FALOWNIK 10F5B1B-YA00-V1.00.01 2,2KW 4,0KVA 4-008-39-1472 BST800	1.0	2626.030029296875	2626.030029296875
TE-10-00-0215	SILNIK Z HAMULCEM 1FK7034-2AK71-1RB01  4-075-01-1244 BST800 2210A0872 CF300	1.0	1391.77001953125	1391.77001953125
TE-10-00-0236	SILNIK 1FK7034-2AK71  1,6 4-075-01-1250 BST800  2210A0872 CF300	1.0	950.0	950.0
TE-10-00-0528	SILNIK Z HAMULCEM 1FK7034-2AK71-1RB01  4-075-01-1244 BST800 2210A0872 CF300	2.0	5853.97998046875	11707.9599609375
TE-10-00-0671	SILNIK PR PRZ 4-075-01-1038 R911306057	1.0	9850.6298828125	9850.6298828125
TE-10-00-0227	MOTOREDUKTOR 0,27KW 230/400V 50HZ 4-070-01-3034 BST 800	2.0	3632.580078125	7265.16015625
TE-25-00-0007	Zasilacz SIEMENS SITOP 20A 24V	2.0	909.5	1819.0
TE-35-00-1089	MODUŁ SYS. E82ZAFCC001 LENZE 346993	2.0	515.0	1030.0
TE-25-00-0189	CZUJNIK MSK320-005-A-E1-08,0-LD-I-O-0,1/8 SIKO SCHELLING	1.0	1818.760009765625	1818.760009765625
TE-25-00-0416	CZUJNIK MKS-5000-0879 siko 24V 208705  Schelling hf	2.0	2535.679931640625	5071.35986328125
TE-25-00-0432	CZYTNIK 11015528/206774 IMA	1.0	5713.41015625	5713.41015625
TM-20-00-0156	TAŚMA MAGNETYCZNA 106256 11014897	56.0	37.099998474121094	2077.60009765625
TM-45-00-3132	LISTWA MAGNETYC 331.021/150.290 108724 schelling	27.0	386.8699951171875	10445.580078125
TM-45-00-4313	TAŚMA MIERNICZA11026429/101936 8,2m(SZT)	1.0	16828.759765625	16828.759765625
TE-35-00-1107	MOELLER ADAPTER M22-Ivs	3.0	17.209999084472656	51.630001068115234
TE-10-00-0258	SILNIK ASYNCHRONICZNY MHERAXX090-11V1C n-2900obr/min  1,5kW lenze Schelling	1.0	825.9199829101562	825.9199829101562
TE-10-00-0690	SILNIK 0,18kW B14-C90/KL-3-ob 24V 241474	2.0	2965.22998046875	5930.4501953125
TE-10-00-0028	SILNIK 36NM MCA 19S35-RS0F2-B28R0KS5F12N-R0SU lenze 13,2 KW 36Nm 3510 ob/min SCHELLING	1.0	18098.7890625	18098.7890625
TE-10-00-0508	MOTOREDUKTOR GTS05-2M VCK071C42 lenze 15513601 i-20,044 n2-70,1obr/min lenze 242415 Schelling BF	2.0	5409.85009765625	10819.7001953125
TE-10-00-0544	MOTOREDUKTOR GSS04-2M VAR 071C42 I-22,143 n-63,5 11017954 241273 SCHELLING	1.0	19012.41015625	19012.41015625
TE-10-00-0615	MOTOREDUKTOR LENZE 16380507 G50BB124MHBRC00  I49,133 0,37Kw 	1.0	5004.0	5004.0
TE-30-00-0064	Przekażnik KM  ETR4-11-A 031882	1.0	400.0	400.0
TE-30-00-0121	PRZEKAŹNIK CZASOWY CT-MFS.21	3.0	328.5799865722656	985.739990234375
TE-35-00-0246	KARTA TRANS. SIMATIC 6GK7343-1EX21-0XE0	1.0	1350.0	1350.0
TE-35-00-1221	PRZETWORNIK POŁOŻE. BAM014Z BTL6-A3801-2	5.0	97.0	485.0
TE-35-00-1237	STEROWNIK 6ES7315- 2AF03-0AB0	1.0	2850.0	2850.0
TE-50-00-0479	WŁĄCZNIK 11015619 199.018.6954/190427	4.0	506.29998779296875	2025.199951171875
TE-10-00-0679	SILNIK MF 080-42 3,3kW 11842319/244060	1.0	10806.830078125	10806.830078125
TE-10-00-0707	SILNIK INDUKCYJ TRÓJFAZ 12203038 1,9kW	2.0	1892.3699951171875	3784.739990234375
TE-35-00-1191	MODUŁ WEJŚĆ 6ES7131-4BF00-0AA0 8DI	3.0	480.0	1440.0
TE-35-00-1194	MODUŁ WYJŚĆ 6ES7132-4BF00-0AA0 8DO	4.0	464.489990234375	1857.9599609375
TM-10-05-0365	ZAWÓR PROPORCJON. VPPM-6L-1-G18-0L6H-V1P 554043 SCHELLING HF	2.0	2054.7900390625	4109.580078125
TE-45-00-0041	KABEL Z WTYCZKAMI 20M 205849 11018156 L20	2.0	3425.080078125	6850.16015625
TE-45-00-0169	KABEL IMA 11031480/207842 (szt)	2.0	3119.739990234375	6239.47021484375
TE-45-00-0025	KABEL LICZNIKA 205674 (SZT) L15 schelling	2.0	2779.85009765625	5559.68994140625
TE-45-00-0147	KABEL cf31.60.04 IGUS 331.021/150.290 10687837 205614 SCHELLING	28.0	144.75	4053.0
TE-45-00-0227	KABEL WTYCZKI BI11/10M 11014903 PRZEWÓD ZAWORU	2.0	201.8000030517578	403.6000061035156
TM-60-00-0140	WĄŻ PUN-H-10x1,5-SW-300	11.0	10.3100004196167	113.41000366210938
TE-45-00-0058	KABEL CFBUS.LB.001 (2x0,25)C IGUS 205886 11015130 Schelling	409.0	73.62999725341797	30113.400390625
